ID_company;name;email;country;provinces;industry;position_available;description
400;Prima Sentosa;cburke@leblanc.net;Indonesia;Banten;Food and Beverage;Food Quality Assurance Specialist;Your source for quality food and beverage experiences.
401;Sejahtera Indah;sparks@johnson.biz;Indonesia;Banten;Hospitality;Travel Agent;Your home away from home.
402;Surya Kencana;gomezlindsay@adams-mckee.com;Indonesia;Jawa Barat;Telecommunications;Telecommunications Engineer;Providing seamless connectivity.
403;Prima Sentosa;daniel97@mathis.com;Indonesia;Sulawesi Tenggara;Non-profit;Community Organizer;Making a positive impact through social responsibility.
404;Nusantara Cipta;millerpaul@gomez.org;Indonesia;DKI Jakarta;Marketing;Brand Strategist;Your partner in strategic and effective marketing campaigns.
405;Cemerlang Sejahtera;evelasquez@jackson.org;Indonesia;Kalimantan Timur;Logistics;Warehouse Supervisor;Connecting businesses through seamless supply chain management.
406;Mandiri Makmur;debra13@smith-smith.com;Indonesia;Banten;Government;Government Analyst;Your government, working for a better nation.
407;Sinar Abadi;campbelltyler@perez.net;Indonesia;Sulawesi Tengah;Hospitality;Travel Agent;Your home away from home.
408;Maju Bersama;jameswilkerson@obrien.biz;Indonesia;Jawa Timur;Biotechnology;Biotech Lab Technician;Innovative solutions in biopharmaceuticals and research.
409;Sejahtera Maju;jennifer30@williams-rivera.com;Indonesia;Jawa Timur;Environmental;Environmental Health and Safety Specialist;Champions of environmental sustainability.
410;Citra Harmoni;juliaklein@jenkins-gomez.com;Indonesia;Papua Barat;Construction;Civil Engineering Technician;Creating structures that stand the test of time.
411;Jaya Cipta;bwright@mcintyre.com;Indonesia;Jawa Timur;Automotive;Automotive Quality Engineer;Driving the future of transportation.
412;Budi Jaya;aliciahancock@andrews.com;Indonesia;Kepulauan Riau;Environmental;Environmental Health and Safety Specialist;Creating a greener and cleaner world.
413;Bersatu Harmoni;ryanstephens@marsh.com;Indonesia;Sulawesi Tengah;Construction;Civil Engineering Technician;Your partner in construction excellence and innovation.
414;Harmoni Sukses;jeffreycabrera@medina-curtis.com;Indonesia;Kepulauan Riau;Manufacturing;Entertainment Journalist;Driving Indonesia's manufacturing sector.
415;Sinar Abadi;franciscoshepherd@aguilar.biz;Indonesia;Jawa Barat;Manufacturing;Entertainment Journalist;Driving Indonesia's manufacturing sector.
416;Cemerlang Indah;danielle00@gallegos.com;Indonesia;Jawa Timur;Retail;Visual Merchandiser;Your one-stop shopping destination.
417;Sejahtera Indah;kgreer@snyder-davidson.com;Indonesia;Sulawesi Tenggara;Legal;Criminal Defense Attorney;Navigating legal complexities with expertise and integrity.
418;Mandiri Makmur;sarahmedina@reyes.com;Indonesia;DKI Jakarta;Agriculture;Agricultural Scientist;Empowering farmers with modern techniques.
419;Gemilang Harmoni;william92@romero-meyers.com;Indonesia;Jawa Timur;Information Technology;IT Consultant;Innovating with cutting-edge technology.
420;Sejahtera Indah;umiller@barrera.net;Indonesia;Jawa Barat;Environmental;Environmental Health and Safety Specialist;Champions of environmental sustainability.
421;Nusantara Bersama;ashley10@white-stewart.com;Indonesia;Kepulauan Riau;Logistics;Warehouse Supervisor;Connecting businesses through seamless supply chain management.
422;Harmoni Sukses;olsonbrittany@hernandez.org;Indonesia;Sumatera Utara;Information Technology;IT Consultant;Innovating with cutting-edge technology.
423;Karya Terang;gonzalezlaurie@melendez.com;Indonesia;DKI Jakarta;Insurance;Actuarial Analyst;Peace of mind through reliable insurance coverage.
424;Citra Harmoni;ghampton@garcia.com;Indonesia;Sulawesi Tengah;Non-profit;Community Organizer;Creating a better world through philanthropy.
425;Gemah Ripah;webblynn@thompson.info;Indonesia;Sulawesi Tengah;Hospitality;Travel Agent;Creating memorable experiences in hospitality.
426;Terang Jaya;ywarren@parsons.info;Indonesia;Kalimantan Timur;Logistics;Warehouse Supervisor;Connecting businesses through seamless supply chain management.
427;Jaya Sukses;hawkinsbrian@garrett-golden.com;Indonesia;Banten;Biotechnology;Biotech Lab Technician;Leaders in biotech excellence.
428;Mutiara Makmur;evanspeter@fields-mitchell.org;Indonesia;Sumatera Utara;Marketing;Brand Strategist;Elevating brands through creative marketing solutions.
429;Sentosa Makmur;roycantrell@harrison.net;Indonesia;Kepulauan Riau;Construction;Civil Engineering Technician;Creating structures that stand the test of time.
430;Budi Jaya;gary36@curtis.com;Indonesia;Banten;Consulting;IT Security Consultant;Strategic consulting for business success.
431;Gemilang Sukses;angelahiggins@nichols.org;Indonesia;DKI Jakarta;Retail;Visual Merchandiser;Elevating the retail experience for customers.
432;Gemilang Sukses;walkeramy@garrett.biz;Indonesia;Kepulauan Riau;Transportation;Transportation Planner;Connecting cities with efficient transportation solutions.
433;Maju Bersama;moorejasmine@mccoy.info;Indonesia;Sulawesi Tengah;Energy;Environmental Compliance Specialist;Powering Indonesia's future with sustainable energy.
434;Cemerlang Sejahtera;sshea@pruitt-norris.com;Indonesia;Jawa Timur;Biotechnology;Biotech Lab Technician;Advancing biotechnology for a healthier world.
435;Terang Bakti;perezkathryn@smith-fox.com;Indonesia;Sulawesi Tengah;Insurance;Actuarial Analyst;Protecting what matters most through comprehensive insurance.
436;Mutiara Sejahtera;gabrielphillips@nielsen-allen.com;Indonesia;Sulawesi Tengah;Legal;Criminal Defense Attorney;Navigating legal complexities with expertise and integrity.
437;Harmoni Bersama;marksmadison@turner.com;Indonesia;Jawa Timur;E-commerce;Customer Support Specialist;Revolutionizing online shopping experiences.
438;Jaya Harmoni;robertroberts@martin.biz;Indonesia;DKI Jakarta;Travel;Cruise Ship Director;Exploring the world with exceptional travel services.
439;Sejahtera Indah;steven13@lutz-morgan.com;Indonesia;Papua Barat;Automotive;Automotive Quality Engineer;Innovation in motion with cutting-edge automotive solutions.
440;Bersama Harmoni;ncox@nicholson.com;Indonesia;Banten;Pharmaceuticals;Pharmacy Technician;A commitment to health and well-being.
441;Citra Sejahtera;jonesanita@johnson.com;Indonesia;Kepulauan Riau;Manufacturing;Entertainment Journalist;Driving Indonesia's manufacturing sector.
442;Bina Karya;hamptonsherry@bailey.com;Indonesia;Kalimantan Timur;Retail;Visual Merchandiser;Your one-stop shopping destination.
443;Surya Kencana;christopherlarson@kidd-harvey.biz;Indonesia;Kepulauan Riau;Information Technology;IT Consultant;Leaders in IT excellence.
444;Mutiara Sejahtera;amyscott@orr.net;Indonesia;Banten;Pharmaceuticals;Pharmacy Technician;A commitment to health and well-being.
445;Mitra Utama;michaelharper@mcconnell.biz;Indonesia;Kalimantan Timur;Non-profit;Community Organizer;Your partner in charitable initiatives and community development.
446;Maju Harmoni;mariamorton@obrien.com;Indonesia;Sulawesi Tengah;Travel;Cruise Ship Director;Creating memories through unparalleled travel adventures.
447;Jaya Bakti;michael88@hall.org;Indonesia;Papua Barat;Finance;Personal Financial Advisor;Your trusted partner in financial services.
448;Terang Jaya;jonathonjuarez@edwards.net;Indonesia;Jawa Timur;Real Estate;Real Estate Attorney;Creating homes for a better future.
449;Gemah Ripah;cthompson@copeland.net;Indonesia;Papua Barat;Media and Entertainment;Media Planner;Bringing stories to life through media excellence.
450;Cemerlang Sejahtera;charles84@jones-mcfarland.com;Indonesia;Papua Barat;Construction;Civil Engineering Technician;Your partner in construction excellence and innovation.
451;Citra Harmoni;johnsoncurtis@martinez.com;Indonesia;Kalimantan Timur;Healthcare;Medical Doctor;Your health, our priority.
452;Murni Maju;michaelmay@mcdowell.com;Indonesia;Jawa Timur;Energy;Environmental Compliance Specialist;Leaders in energy efficiency and reliability.
453;Cemerlang Indah;michelle33@smith-proctor.com;Indonesia;Papua Barat;Food and Beverage;Food Quality Assurance Specialist;Delicious flavors and culinary innovation.
454;Harmoni Sukses;katelyn99@cunningham.com;Indonesia;Banten;Real Estate;Real Estate Attorney;Building communities and transforming spaces.
455;Gemah Ripah;carsonanna@bryant.com;Indonesia;Kepulauan Riau;Marketing;Brand Strategist;Your partner in strategic and effective marketing campaigns.
456;Jaya Bakti;michaelcervantes@williams.com;Indonesia;Sumatera Utara;Finance;Personal Financial Advisor;Financial excellence and innovation.
457;Maju Bersama;russellshannon@smith.com;Indonesia;Jawa Barat;Energy;Environmental Compliance Specialist;Innovative solutions for a cleaner environment.
458;Mandiri Makmur;mario23@wolf-parrish.info;Indonesia;Kepulauan Riau;Sports;Athletic Trainer;Passion for sports excellence.
459;Jaya Sukses;walkergregory@house-black.net;Indonesia;Sulawesi Tenggara;Consulting;IT Security Consultant;Your trusted advisor in business.
460;Karya Terang;donna51@dixon-romero.com;Indonesia;Kepulauan Riau;Construction;Civil Engineering Technician;Creating structures that stand the test of time.
461;Bakti Sejahtera;henryharris@frank.com;Indonesia;Jawa Barat;Non-profit;Community Organizer;Your partner in charitable initiatives and community development.
462;Bersatu Harmoni;kayla86@pugh.com;Indonesia;Papua Barat;E-commerce;Customer Support Specialist;Connecting buyers and sellers in a digital marketplace.
463;Harum Gemilang;christopher33@gilbert.org;Indonesia;Papua Barat;Construction;Civil Engineering Technician;Building the future through quality construction.
464;Harum Gemilang;lisa13@moss.info;Indonesia;Sulawesi Tenggara;Pharmaceuticals;Pharmacy Technician;Advancing healthcare with groundbreaking pharmaceuticals.
465;Harmoni Bersama;joshua38@shepherd.biz;Indonesia;Papua Barat;Education;Principal;Empowering minds through quality education.
466;Murni Cipta;dean88@herman.com;Indonesia;Kepulauan Riau;Sports;Athletic Trainer;Passion for sports excellence.
467;Sejahtera Maju;bchristensen@cabrera.org;Indonesia;Jawa Barat;Media and Entertainment;Media Planner;Bringing stories to life through media excellence.
468;Indah Cipta;hernandezjulie@hines-kelley.net;Indonesia;Kepulauan Riau;Agriculture;Agricultural Scientist;Empowering farmers with modern techniques.
469;Indah Cipta;deborahjohnston@gonzalez-wagner.com;Indonesia;Banten;Logistics;Warehouse Supervisor;Efficient and reliable logistics solutions.
470;Harum Gemilang;vangkatie@herrera.com;Indonesia;Banten;Pharmaceuticals;Pharmacy Technician;Advancing healthcare with groundbreaking pharmaceuticals.
471;Karya Terang;ctaylor@johnson-cox.net;Indonesia;Jawa Barat;Energy;Environmental Compliance Specialist;Leaders in energy efficiency and reliability.
472;Sentosa Makmur;matthew72@williams.com;Indonesia;Jawa Timur;Legal;Criminal Defense Attorney;Your trusted legal partner.
473;Gemilang Sukses;brookssamantha@wilson.biz;Indonesia;Jawa Timur;Media and Entertainment;Media Planner;Bringing stories to life through media excellence.
474;Harapan Baru;michael73@jimenez.org;Indonesia;Jawa Barat;Manufacturing;Entertainment Journalist;Innovative solutions in manufacturing.
475;Bina Karya;eddiejohnson@werner.net;Indonesia;Jawa Barat;Manufacturing;Entertainment Journalist;Crafting quality products for a better future.
476;Prima Makmur;jasminefisher@coleman.net;Indonesia;DKI Jakarta;Healthcare;Medical Doctor;Your health, our priority.
477;Prima Sentosa;amanda22@black.biz;Indonesia;Papua Barat;E-commerce;Customer Support Specialist;Your gateway to a world of products.
478;Indah Cipta;vicki99@watkins-larsen.info;Indonesia;Sumatera Utara;Travel;Cruise Ship Director;Your gateway to unforgettable travel experiences.
479;Gemilang Harmoni;ginabennett@orozco.com;Indonesia;Kepulauan Riau;Government;Government Analyst;Your government, working for a better nation.
480;Kencana Sejahtera;janet71@allison-deleon.com;Indonesia;Kalimantan Timur;Environmental;Environmental Health and Safety Specialist;Your partner in eco-friendly solutions.
481;Jaya Harmoni;marquezlori@nelson.com;Indonesia;Banten;Marketing;Brand Strategist;Driving brand success through innovative marketing.
482;Jaya Sukses;melissahartman@cook.com;Indonesia;Papua Barat;Pharmaceuticals;Pharmacy Technician;Advancing healthcare with groundbreaking pharmaceuticals.
483;Jaya Cipta;joy81@alvarez.biz;Indonesia;Jawa Timur;Energy;Environmental Compliance Specialist;Leaders in energy efficiency and reliability.
484;Jaya Sukses;syates@davila-bowman.com;Indonesia;DKI Jakarta;Manufacturing;Entertainment Journalist;Crafting quality products for a better future.
485;Mitra Utama;richard00@cox-peterson.com;Indonesia;Sulawesi Tenggara;Biotechnology;Biotech Lab Technician;Leaders in biotech excellence.
486;Murni Maju;matthew63@wilson.com;Indonesia;Jawa Barat;Construction;Civil Engineering Technician;Your partner in construction excellence and innovation.
487;Nusantara Bersama;brian07@hancock.com;Indonesia;Sulawesi Tengah;Marketing;Brand Strategist;Driving brand success through innovative marketing.
488;Karya Terang;gardnerdonald@hopkins.org;Indonesia;DKI Jakarta;Insurance;Actuarial Analyst;Peace of mind through reliable insurance coverage.
489;Maju Harmoni;michael28@klein-baker.com;Indonesia;Sumatera Utara;Energy;Environmental Compliance Specialist;Innovative solutions for a cleaner environment.
490;Jaya Bakti;brenda87@irwin-johnson.com;Indonesia;Kalimantan Timur;Agriculture;Agricultural Scientist;Empowering farmers with modern techniques.
491;Sejahtera Maju;fschultz@martinez.com;Indonesia;DKI Jakarta;Fashion;Patternmaker;Setting trends in Indonesian fashion.
492;Bersatu Harmoni;michaelclark@alvarado-gibson.com;Indonesia;Jawa Barat;E-commerce;Customer Support Specialist;Connecting buyers and sellers in a digital marketplace.
493;Mutiara Makmur;swest@freeman.com;Indonesia;Jawa Barat;Education;Principal;Shaping future generations through education.
494;Sinar Abadi;travisreeves@santana.com;Indonesia;Kepulauan Riau;Automotive;Automotive Quality Engineer;Innovation in motion with cutting-edge automotive solutions.
495;Sejahtera Maju;aliciaalexander@turner-quinn.biz;Indonesia;Kalimantan Timur;Consulting;IT Security Consultant;Navigating challenges and unlocking opportunities.
496;Prima Sentosa;andersonkaren@dixon.biz;Indonesia;Jawa Timur;Biotechnology;Biotech Lab Technician;Innovative solutions in biopharmaceuticals and research.
497;Nusantara Bersama;larryrobbins@kim-mccarthy.com;Indonesia;Sulawesi Tenggara;Non-profit;Community Organizer;Creating a better world through philanthropy.
498;Cahaya Gemilang;leblancbrent@johnson.info;Indonesia;Sulawesi Tengah;Insurance;Actuarial Analyst;Protecting what matters most through comprehensive insurance.
499;Cahaya Gemilang;jamesanderson@hess.info;Indonesia;Sulawesi Tenggara;Hospitality;Travel Agent;Your home away from home.
500;Mandiri Makmur;rogerseric@ortiz.com;Indonesia;Sulawesi Tenggara;Finance;Personal Financial Advisor;Driving economic growth through financial solutions.
